original_id,original_category,original_name,original_role,original_subtype,original_node_suggestion,original_priority,method_id,standard_name,aliases,category,role,product_form,mapping_status,merge_with_ids,node_ids,related_node_ids,algorithm_status,algorithm_evidence,node_status,kernel_ids,execution_status,parameter_status,report_status,ui_acceptance,action,batch,dependencies,next_step,clarifications,notes,review_date,source_revision
167,综合评价/决策分析,DEA,Estimator,Decision/Composite Method,Analysis Node,P2,decision.dea,DEA,,综合评价与决策分析,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,指标方向、标准化与权重规则,明确DEA的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
168,综合评价/决策分析,DEMATEL,Estimator,Decision/Composite Method,Analysis Node,P2,decision.dematel,DEMATEL,,综合评价与决策分析,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,指标方向、标准化与权重规则,明确DEMATEL的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
169,综合评价/决策分析,VIKOR,Estimator,Decision/Composite Method,Analysis Node,P2,decision.vikor,VIKOR,,综合评价与决策分析,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,指标方向、标准化与权重规则,明确VIKOR的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
170,综合评价/决策分析,ISM,Estimator,Decision/Composite Method,Analysis Node,P2,decision.ism,ISM,,综合评价与决策分析,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,指标方向、标准化与权重规则,明确ISM的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
171,综合评价/决策分析,综合指数,Estimator,Decision/Composite Method,Analysis Node,P2,decision.composite_index,综合指数,,综合评价与决策分析,Estimator,独立节点,初步映射（范围需细化）,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,指标方向、标准化与权重规则,明确综合指数的输入设计、参数、输出与参考实现后开发。,明确综合指数的标准化、加权和汇总规则。,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
172,综合评价/决策分析,障碍度,Estimator,Decision/Composite Method,Analysis Node,P2,decision.obstacle_degree,障碍度,,综合评价与决策分析,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,指标方向、标准化与权重规则,明确障碍度的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
173,综合评价/决策分析,Malmquist指数,Estimator,Decision/Composite Method,Analysis Node,P2,decision.malmquist,Malmquist指数,,综合评价与决策分析,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,指标方向、标准化与权重规则,明确Malmquist指数的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
174,综合评价/决策分析,SBM,Estimator,Decision/Composite Method,Analysis Node,P2,decision.sbm,SBM,,综合评价与决策分析,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,指标方向、标准化与权重规则,明确SBM的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
175,综合评价/决策分析,功效系数,Estimator,Decision/Composite Method,Analysis Node,P2,decision.efficacy_coefficient,功效系数,,综合评价与决策分析,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,指标方向、标准化与权重规则,明确功效系数的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
176,综合评价/决策分析,德尔菲法,Estimator,Decision/Composite Method,Analysis Node,P2,workflow.delphi,德尔菲法,,综合评价与决策分析,Estimator,工作流模板,初步映射（范围需细化）,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,明确产品形态后复用/新增,B5,指标方向、标准化与权重规则,明确德尔菲法的输入设计、参数、输出与参考实现后开发。,德尔菲法包含专家调查流程，统计计算部分需单独界定。,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
177,综合评价/决策分析,模糊层次法FAHP,Estimator,Decision/Composite Method,Analysis Node,P2,decision.fahp,模糊层次法FAHP,,综合评价与决策分析,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,指标方向、标准化与权重规则,明确模糊层次法FAHP的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
178,综合评价/决策分析,最好最差权重BWM,Estimator,Decision/Composite Method,Analysis Node,P2,decision.bwm,最好最差权重BWM,,综合评价与决策分析,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,指标方向、标准化与权重规则,明确最好最差权重BWM的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
179,综合评价/决策分析,KANO模型,Estimator,Decision/Composite Method,Analysis Node,P2,decision.kano,KANO模型,,综合评价与决策分析,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,指标方向、标准化与权重规则,明确KANO模型的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
180,综合评价/决策分析,NPS,Estimator,Decision/Composite Method,Analysis Node,P2,decision.nps,NPS,,综合评价与决策分析,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,指标方向、标准化与权重规则,明确NPS的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
181,综合评价/决策分析,PSM,Estimator,Decision/Composite Method,Analysis Node,P2,decision.psm,PSM,,综合评价与决策分析,Estimator,独立节点,初步映射（范围需细化）,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,指标方向、标准化与权重规则,明确PSM的输入设计、参数、输出与参考实现后开发。,此处 PSM 位于决策分类，不能与因果倾向得分匹配 107 合并；需确认是否为价格敏感度模型。,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
182,综合评价/决策分析,联合分析,Estimator,Decision/Composite Method,Analysis Node,P2,decision.conjoint,联合分析,,综合评价与决策分析,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,指标方向、标准化与权重规则,明确联合分析的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
183,综合评价/决策分析,Turf组合模型,Estimator,Decision/Composite Method,Analysis Node,P2,decision.turf,Turf组合模型,,综合评价与决策分析,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,指标方向、标准化与权重规则,明确Turf组合模型的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
184,综合评价/决策分析,RFM模型,Estimator,Decision/Composite Method,Analysis Node,P2,decision.rfm,RFM模型,,综合评价与决策分析,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,指标方向、标准化与权重规则,明确RFM模型的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
185,机器学习,决策树,Estimator,Machine Learning,Model Node,P2,ml.decision_tree,决策树,,机器学习,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,训练/验证划分、预处理、随机性与模型结果,明确决策树的输入设计、参数、输出与参考实现后开发。,,未定位对应训练/预测实现；Julia Bayes 插件不作为这些机器学习算法的实现证据。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
186,机器学习,随机森林,Estimator,Machine Learning,Model Node,P2,ml.random_forest,随机森林,,机器学习,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,训练/验证划分、预处理、随机性与模型结果,明确随机森林的输入设计、参数、输出与参考实现后开发。,,未定位对应训练/预测实现；Julia Bayes 插件不作为这些机器学习算法的实现证据。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
187,机器学习,KNN,Estimator,Machine Learning,Model Node,P2,ml.knn,KNN,,机器学习,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,训练/验证划分、预处理、随机性与模型结果,明确KNN的输入设计、参数、输出与参考实现后开发。,,未定位对应训练/预测实现；Julia Bayes 插件不作为这些机器学习算法的实现证据。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
188,机器学习,朴素贝叶斯,Estimator,Machine Learning,Model Node,P2,ml.naive_bayes,朴素贝叶斯,,机器学习,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,训练/验证划分、预处理、随机性与模型结果,明确朴素贝叶斯的输入设计、参数、输出与参考实现后开发。,,未定位对应训练/预测实现；Julia Bayes 插件不作为这些机器学习算法的实现证据。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
189,机器学习,支持向量机SVM,Estimator,Machine Learning,Model Node,P2,ml.svm,支持向量机SVM,,机器学习,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,训练/验证划分、预处理、随机性与模型结果,明确支持向量机SVM的输入设计、参数、输出与参考实现后开发。,,未定位对应训练/预测实现；Julia Bayes 插件不作为这些机器学习算法的实现证据。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
190,机器学习,神经网络,Estimator,Machine Learning,Model Node,P2,ml.neural_network,神经网络,,机器学习,Estimator,独立节点,初步映射（范围需细化）,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,训练/验证划分、预处理、随机性与模型结果,明确神经网络的输入设计、参数、输出与参考实现后开发。,神经网络的任务、结构和训练范围尚未指定。,未定位对应训练/预测实现；Julia Bayes 插件不作为这些机器学习算法的实现证据。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
191,机器学习,Apriori关联分析,Estimator,Machine Learning,Model Node,P2,ml.apriori,Apriori关联分析,,机器学习,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,训练/验证划分、预处理、随机性与模型结果,明确Apriori关联分析的输入设计、参数、输出与参考实现后开发。,,未定位对应训练/预测实现；Julia Bayes 插件不作为这些机器学习算法的实现证据。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
192,机器学习,XGBoost,Estimator,Machine Learning,Model Node,P2,ml.xgboost,XGBoost,,机器学习,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,训练/验证划分、预处理、随机性与模型结果,明确XGBoost的输入设计、参数、输出与参考实现后开发。,,未定位对应训练/预测实现；Julia Bayes 插件不作为这些机器学习算法的实现证据。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
193,机器学习,GBDT,Estimator,Machine Learning,Model Node,P2,ml.gbdt,GBDT,,机器学习,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,训练/验证划分、预处理、随机性与模型结果,明确GBDT的输入设计、参数、输出与参考实现后开发。,,未定位对应训练/预测实现；Julia Bayes 插件不作为这些机器学习算法的实现证据。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
194,机器学习,AdaBoost,Estimator,Machine Learning,Model Node,P2,ml.adaboost,AdaBoost,,机器学习,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,训练/验证划分、预处理、随机性与模型结果,明确AdaBoost的输入设计、参数、输出与参考实现后开发。,,未定位对应训练/预测实现；Julia Bayes 插件不作为这些机器学习算法的实现证据。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
195,机器学习,极端随机树,Estimator,Machine Learning,Model Node,P2,ml.extra_trees,极端随机树,,机器学习,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,训练/验证划分、预处理、随机性与模型结果,明确极端随机树的输入设计、参数、输出与参考实现后开发。,,未定位对应训练/预测实现；Julia Bayes 插件不作为这些机器学习算法的实现证据。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
196,机器学习,CatBoost,Estimator,Machine Learning,Model Node,P2,ml.catboost,CatBoost,,机器学习,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,训练/验证划分、预处理、随机性与模型结果,明确CatBoost的输入设计、参数、输出与参考实现后开发。,,未定位对应训练/预测实现；Julia Bayes 插件不作为这些机器学习算法的实现证据。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
197,机器学习,LightGBM,Estimator,Machine Learning,Model Node,P2,ml.lightgbm,LightGBM,,机器学习,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,训练/验证划分、预处理、随机性与模型结果,明确LightGBM的输入设计、参数、输出与参考实现后开发。,,未定位对应训练/预测实现；Julia Bayes 插件不作为这些机器学习算法的实现证据。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
198,Meta分析,连续性,Estimator,Meta-analysis Estimator,Model Node,P1,meta.continuous,连续性,,Meta分析,Estimator,方法预设/输入设计,初步映射（范围需细化）,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,明确产品形态后复用/新增,B5,研究级效应量、方差和合并方法,明确连续性的输入设计、参数、输出与参考实现后开发。,明确连续型效应量（如均值差/标准化均值差）及研究级输入。,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
199,Meta分析,二分类,Estimator,Meta-analysis Estimator,Model Node,P1,meta.binary,二分类,,Meta分析,Estimator,方法预设/输入设计,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,明确产品形态后复用/新增,B5,研究级效应量、方差和合并方法,明确二分类的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
200,Meta分析,单个率,Estimator,Meta-analysis Estimator,Model Node,P1,meta.single_proportion,单个率,,Meta分析,Estimator,方法预设/输入设计,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,明确产品形态后复用/新增,B5,研究级效应量、方差和合并方法,明确单个率的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
201,Meta分析,平均值,Estimator,Meta-analysis Estimator,Model Node,P1,meta.mean,平均值,,Meta分析,Estimator,方法预设/输入设计,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,明确产品形态后复用/新增,B5,研究级效应量、方差和合并方法,明确平均值的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
202,Meta分析,相关系数,Estimator,Meta-analysis Estimator,Model Node,P1,meta.correlation,相关系数,,Meta分析,Estimator,方法预设/输入设计,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,明确产品形态后复用/新增,B5,研究级效应量、方差和合并方法,明确相关系数的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
203,Meta分析,OR和HR值,Estimator,Meta-analysis Estimator,Model Node,P1,meta.or_hr,OR和HR值,,Meta分析,Estimator,方法预设/输入设计,初步映射（范围需细化）,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,明确产品形态后复用/新增,B5,研究级效应量、方差和合并方法,明确OR和HR值的输入设计、参数、输出与参考实现后开发。,OR 与 HR 输入及推断规则分别定义。,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
204,Meta分析,P值合并,Estimator,Meta-analysis Estimator,Model Node,P1,meta.combine_p,P值合并,,Meta分析,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,研究级效应量、方差和合并方法,明确P值合并的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
205,Meta分析,一般倒方差,Estimator,Meta-analysis Estimator,Model Node,P1,meta.inverse_variance,一般倒方差,,Meta分析,Estimator,方法预设/输入设计,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,明确产品形态后复用/新增,B5,研究级效应量、方差和合并方法,明确一般倒方差的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
206,Meta分析,森林图,Visualization,Model/Result Plot,Visualization Node,P1,plot.forest,森林图,,Meta分析,Visualization,绘图节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,研究级效应量、方差和合并方法,明确森林图的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
207,实验设计/质量控制,正交实验,Estimator,DOE/Quality Method,Analysis Node,P2,doe.orthogonal,正交实验,,实验设计与质量控制,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,设计因子、过程数据与质量结果,明确正交实验的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
208,实验设计/质量控制,极差分析,Estimator,DOE/Quality Method,Analysis Node,P2,doe.range_analysis,极差分析,,实验设计与质量控制,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,设计因子、过程数据与质量结果,明确极差分析的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
209,实验设计/质量控制,剂量反应,Estimator,DOE/Quality Method,Analysis Node,P2,doe.dose_response,剂量反应,,实验设计与质量控制,Estimator,独立节点,初步映射（范围需细化）,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,设计因子、过程数据与质量结果,明确剂量反应的输入设计、参数、输出与参考实现后开发。,确认剂量反应指实验设计、回归模型还是 Meta 剂量反应。,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
210,实验设计/质量控制,响应面分析,Estimator,DOE/Quality Method,Analysis Node,P2,doe.response_surface,响应面分析,,实验设计与质量控制,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,设计因子、过程数据与质量结果,明确响应面分析的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
211,实验设计/质量控制,DOE试验,Estimator,DOE/Quality Method,Analysis Node,P2,doe.family,DOE试验,,实验设计与质量控制,Estimator,独立节点,初步映射（范围需细化）,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,设计因子、过程数据与质量结果,明确DOE试验的输入设计、参数、输出与参考实现后开发。,DOE 是方法族，不代表独立的单一算法。,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
212,实验设计/质量控制,均匀设计,Estimator,DOE/Quality Method,Analysis Node,P2,doe.uniform_design,均匀设计,,实验设计与质量控制,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,设计因子、过程数据与质量结果,明确均匀设计的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
213,实验设计/质量控制,质量控制图,Visualization,Exploratory Plot,Visualization Node,P2,plot.control_chart,质量控制图,,实验设计与质量控制,Visualization,绘图节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,设计因子、过程数据与质量结果,明确质量控制图的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
214,实验设计/质量控制,过程能力分析,Estimator,DOE/Quality Method,Analysis Node,P2,quality.process_capability,过程能力分析,,实验设计与质量控制,Estimator,独立节点,初步归类,,,,未定位（本轮检索）,,未发现对应内置节点,,无直接节点入口,未核对,未定位专用报告入口,未执行,新增（先确认算法与产品范围）,B5,设计因子、过程数据与质量结果,明确过程能力分析的输入设计、参数、输出与参考实现后开发。,,未定位仅表示本轮在宿主 SCI/Runtime/目录/执行及相关前端中未找到直接实现，不代表已证明缺失。,2026-09-16,ed2f321106433943f2eb1e9c0212de9c37d335ad
