node_id,title,english_title,group,kernel_id,definition_evidence,execution_status,execution_evidence,algorithm_status,algorithm_evidence,report_status,parameter_status,ui_acceptance,method_ids,action,notes,review_date,source_revision
yssbi.statistics.iv.2sls.summary,工具变量 2SLS 汇总,IV 2SLS Summary,统计,yssbi.statistics.iv.2sls.summary,src-tauri/crates/yss-node-catalog/src/statistics/families.rs:95,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,算法存在；范围需核对,src-tauri/crates/yss-sci/src/regression/linear_model/iv2sls/fit.rs,报告组件/定义存在；执行待接入,需贯通配置,未执行,101;283;301,补接,目录说明不代表运行实现；本表未做运行验收。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.statistics.iv.liml.summary,工具变量 LIML 汇总,IV LIML Summary,统计,yssbi.statistics.iv.liml.summary,src-tauri/crates/yss-node-catalog/src/statistics/families.rs:104,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,算法存在；范围需核对,src-tauri/crates/yss-sci/src/regression/linear_model/ivliml.rs,报告组件/定义存在；执行待接入,需贯通配置,未执行,,补接,目录说明不代表运行实现；本表未做运行验收。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.statistics.linear.predict,线性模型预测,Linear Prediction,统计,yssbi.statistics.linear.predict,src-tauri/crates/yss-node-catalog/src/statistics/families.rs:176,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,拟合值基础存在；新数据预测待接入,src-tauri/crates/yss-sci/src/regression/fit.rs,待接入预测结果,未核对,未执行,286,补接,目录说明不代表运行实现；本表未做运行验收。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.statistics.logit.fit,拟合 Logit,Fit Logit,统计,yssbi.statistics.logit.fit,src-tauri/crates/yss-node-catalog/src/statistics/families.rs:117,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,算法存在；执行未接入,src-tauri/crates/yss-sci/src/regression/discrete/logit.rs,报告组件/定义存在；执行待接入,需贯通配置,未执行,44;47,补接,已有算法须核对参数、结果和范围后接入；注册成功不作为验收。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.statistics.logit.predict,Logit 预测,Logit Prediction,统计,yssbi.statistics.logit.predict,src-tauri/crates/yss-node-catalog/src/statistics/families.rs:185,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,拟合值基础存在；新数据预测待接入,src-tauri/crates/yss-sci/src/regression/fit.rs,待接入预测结果,未核对,未执行,286,补接,目录说明不代表运行实现；本表未做运行验收。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.statistics.logit.summary,Logit 汇总,Logit Summary,统计,yssbi.statistics.logit.summary,src-tauri/crates/yss-node-catalog/src/statistics/families.rs:126,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,算法存在；执行未接入,src-tauri/crates/yss-sci/src/regression/discrete/logit.rs,报告组件/定义存在；执行待接入,需贯通配置,未执行,44;47;91;279;280;281;285,补接,已有算法须核对参数、结果和范围后接入；注册成功不作为验收。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.statistics.ols.fit,拟合 OLS,Fit OLS,统计,yssbi.statistics.ols.fit,src-tauri/crates/yss-node-catalog/src/statistics/families.rs:59,已注册（静态）,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,执行实现存在（静态）,src-tauri/crates/yss-node-kernel/src/builtins/statistics.rs;src-tauri/crates/yss-sci/src/regression/linear_model/ols/fit.rs,Summary 原生报告已接；Fit 模型结果需升级,OlsOptions 已贯通；Newey lag=0 目录约束待修正,未执行,12;33;34;35;62;252;271;272;273;274;275;276;277;278;282;304;324;325,统一 Fit/Summary 语义并验收,目录说明不代表运行实现；本表未做运行验收。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.statistics.ols.summary,OLS 汇总,OLS Summary,统计,yssbi.statistics.ols.summary,src-tauri/crates/yss-node-catalog/src/statistics/families.rs:68,已注册（静态）,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,执行实现存在（静态）,src-tauri/crates/yss-node-kernel/src/builtins/statistics.rs;src-tauri/crates/yss-sci/src/regression/linear_model/ols/fit.rs,Summary 原生报告已接；Fit 模型结果需升级,OlsOptions 已贯通；Newey lag=0 目录约束待修正,未执行,12;33;34;35;62;252;271;272;273;274;275;276;277;278;282;304;324;325,统一 Fit/Summary 语义并验收,目录说明不代表运行实现；本表未做运行验收。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.statistics.panel.did.twfe,面板双重差分（双向固定效应）,Panel DID (TWFE),统计,yssbi.statistics.panel.did.twfe,src-tauri/crates/yss-node-catalog/src/statistics/families.rs:144,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,算法存在；范围需核对,src-tauri/crates/yss-sci/src/regression/panel/fe.rs,报告组件/定义存在；执行待接入,需贯通配置,未执行,105;312,补接,目录说明不代表运行实现；本表未做运行验收。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.statistics.panel.summary,面板模型汇总,Panel Model Summary,统计,yssbi.statistics.panel.summary,src-tauri/crates/yss-node-catalog/src/statistics/families.rs:135,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,算法存在；范围需核对,src-tauri/crates/yss-sci/src/regression/panel/mod.rs,报告组件/定义存在；执行待接入,需贯通配置,未执行,102;299;300;301;302;303,补接,目录说明不代表运行实现；本表未做运行验收。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.statistics.prais.fit,拟合 Prais–Winsten,Fit Prais–Winsten,统计,yssbi.statistics.prais.fit,src-tauri/crates/yss-node-catalog/src/statistics/families.rs:158,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,算法存在；执行未接入,src-tauri/crates/yss-sci/src/regression/linear_model/prais.rs,报告组件/定义存在；执行待接入,需贯通配置,未执行,,补接,已有算法须核对参数、结果和范围后接入；注册成功不作为验收。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.statistics.prais.summary,Prais–Winsten 汇总,Prais–Winsten Summary,统计,yssbi.statistics.prais.summary,src-tauri/crates/yss-node-catalog/src/statistics/families.rs:167,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,算法存在；执行未接入,src-tauri/crates/yss-sci/src/regression/linear_model/prais.rs,报告组件/定义存在；执行待接入,需贯通配置,未执行,,补接,已有算法须核对参数、结果和范围后接入；注册成功不作为验收。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.statistics.probit.fit,拟合 Probit,Fit Probit,统计,yssbi.statistics.probit.fit,src-tauri/crates/yss-node-catalog/src/statistics/families.rs:203,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,算法存在；执行未接入,src-tauri/crates/yss-sci/src/regression/discrete/probit.rs,报告组件/定义存在；执行待接入,需贯通配置,未执行,49,补接,已有算法须核对参数、结果和范围后接入；注册成功不作为验收。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.statistics.probit.predict,Probit 预测,Probit Prediction,统计,yssbi.statistics.probit.predict,src-tauri/crates/yss-node-catalog/src/statistics/families.rs:194,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,拟合值基础存在；新数据预测待接入,src-tauri/crates/yss-sci/src/regression/fit.rs,待接入预测结果,未核对,未执行,286,补接,目录说明不代表运行实现；本表未做运行验收。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.statistics.probit.summary,Probit 汇总,Probit Summary,统计,yssbi.statistics.probit.summary,src-tauri/crates/yss-node-catalog/src/statistics/families.rs:212,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,算法存在；执行未接入,src-tauri/crates/yss-sci/src/regression/discrete/probit.rs,报告组件/定义存在；执行待接入,需贯通配置,未执行,49;279;280;281;285,补接,已有算法须核对参数、结果和范围后接入；注册成功不作为验收。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.statistics.var.lag_order,VAR 滞后阶数选择,VAR Lag-order Selection,统计,yssbi.statistics.var.lag_order,src-tauri/crates/yss-node-catalog/src/statistics/families.rs:221,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,算法存在；范围需核对,src-tauri/crates/yss-sci/src/ts/var/varsoc.rs,报告组件/定义存在；执行待接入,需贯通配置,未执行,119;279;280,补接,目录说明不代表运行实现；本表未做运行验收。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.statistics.var.summary,VAR 汇总,VAR Summary,统计,yssbi.statistics.var.summary,src-tauri/crates/yss-node-catalog/src/statistics/families.rs:230,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,算法存在；范围需核对,src-tauri/crates/yss-sci/src/ts/var/estimate.rs,报告组件/定义存在；执行待接入,需贯通配置,未执行,119;120;124;331;332,补接,目录说明不代表运行实现；本表未做运行验收。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.statistics.vec.fit,向量误差修正模型,Vector Error-correction Model,统计,yssbi.statistics.vec.fit,src-tauri/crates/yss-node-catalog/src/statistics/families.rs:239,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,算法存在；范围需核对,src-tauri/crates/yss-sci/src/ts/vec/estimate.rs,报告组件/定义存在；执行待接入,需贯通配置,未执行,330,补接,目录说明不代表运行实现；本表未做运行验收。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.statistics.vec.rank_test,Johansen 协整秩检验,Johansen Cointegration Rank,统计,yssbi.statistics.vec.rank_test,src-tauri/crates/yss-node-catalog/src/statistics/families.rs:248,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,算法存在；范围需核对,src-tauri/crates/yss-sci/src/ts/vec/vecrank.rs,报告组件/定义存在；执行待接入,需贯通配置,未执行,121,补接,目录说明不代表运行实现；本表未做运行验收。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.statistics.wls.fit,拟合 WLS,Fit WLS,统计,yssbi.statistics.wls.fit,src-tauri/crates/yss-node-catalog/src/statistics/families.rs:257,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,算法存在；执行未接入,src-tauri/crates/yss-sci/src/regression/linear_model/wls.rs,报告组件/定义存在；执行待接入,需贯通配置,未执行,256,补接,已有算法须核对参数、结果和范围后接入；注册成功不作为验收。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.statistics.wls.summary,WLS 汇总,WLS Summary,统计,yssbi.statistics.wls.summary,src-tauri/crates/yss-node-catalog/src/statistics/families.rs:266,未注册,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,算法存在；执行未接入,src-tauri/crates/yss-sci/src/regression/linear_model/wls.rs,报告组件/定义存在；执行待接入,需贯通配置,未执行,256,补接,已有算法须核对参数、结果和范围后接入；注册成功不作为验收。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
yssbi.value.convert,转换值,Convert Value,类型转换,yssbi.value.convert,src-tauri/crates/yss-node-catalog/src/core_nodes/value.rs:107,已注册（静态）,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,执行实现存在（静态）,src-tauri/crates/yss-node-kernel/src/builtins/mod.rs,结果查询基础；展示需逐项验收,定义与实现契约装配校验；未运行验收,未执行,,保留并验收,目录说明不代表运行实现；本表未做运行验收。 原清单无直接对应条目或未单列；作为基础设施/额外能力保留。,2026-09-16,working-tree@ed2f321106433943f2eb1e9c0212de9c37d335ad
